municipality,state,Country,admin_scale,lat,lng,passed,end_date_earliest,end_date_legist,end_date_rent_relief,end_date_court,policy_summary,policy_type,link,resource,state_level_legal_status,state_level_legal_summary,point_total,pts_eviction_initiation_tot_10,pts_eviction_protect_tot_04,pts_eviction_pending_tot_03,pts_tenant_action_tot_00,pts_partial_rent_tot_01,pts_repayment_period_tot_05,pts_latefees_tot_03,pts_repayment_plan_tot_00,pts_courts_tot_15,pts_renter_protection_tot_06,ISO,range,has_expired_protections,bool_legist_exist,bool_rent_relief_exist,bool_court_exist
Nevada,California,United States,County,39.3540335,-120.8089843,TRUE,2020-07-31 07:00:00,,,2020-07-31 07:00:00,"The Nevada County Board of Supervisors extended the county’s residential and commercial eviction and foreclosure moratorium until July 31 during its Tuesday meeting.The county originally enacted its moratorium in March, which was to expire Sunday. The extension follows guidance issued last month by the Judicial Council of California, which adopted 11 emergency rules expanding on Gov. Gavin Newsom’s March executive order halting some evictions and foreclosures. According to the council’s emergency framework, which was meant to provide consistency among various county and city orders, a court may not issue an eviction summons unless a judge finds it is a necessary action to protect public health and safety. This applies to all evictions, whether they are related to COVID-19 or not.",,https://www.theunion.com/news/nevada-county-eviction-foreclosure-moratorium-extended/,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",12.5,0,2,3,0,0,0,0,0,7.5,0,USA,2,TRUE,TRUE,FALSE,TRUE
Nevada,California,United States,County,39.3540335,-120.8089843,TRUE,2020-07-31 07:00:00,,,2020-07-31 07:00:00,"The Nevada County Board of Supervisors extended the county’s residential and commercial eviction and foreclosure moratorium until July 31 during its Tuesday meeting.The county originally enacted its moratorium in March, which was to expire Sunday. The extension follows guidance issued last month by the Judicial Council of California, which adopted 11 emergency rules expanding on Gov. Gavin Newsom’s March executive order halting some evictions and foreclosures. According to the council’s emergency framework, which was meant to provide consistency among various county and city orders, a court may not issue an eviction summons unless a judge finds it is a necessary action to protect public health and safety. This applies to all evictions, whether they are related to COVID-19 or not.",,https://www.theunion.com/news/nevada-county-eviction-foreclosure-moratorium-extended/,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",12.5,0,2,3,0,0,0,0,0,7.5,0,USA,2,TRUE,TRUE,FALSE,TRUE
Nevada,California,United States,County,39.3540335,-120.8089843,TRUE,2020-07-31 07:00:00,,,2020-07-31 07:00:00,"The Nevada County Board of Supervisors extended the county’s residential and commercial eviction and foreclosure moratorium until July 31 during its Tuesday meeting.The county originally enacted its moratorium in March, which was to expire Sunday. The extension follows guidance issued last month by the Judicial Council of California, which adopted 11 emergency rules expanding on Gov. Gavin Newsom’s March executive order halting some evictions and foreclosures. According to the council’s emergency framework, which was meant to provide consistency among various county and city orders, a court may not issue an eviction summons unless a judge finds it is a necessary action to protect public health and safety. This applies to all evictions, whether they are related to COVID-19 or not.",,https://www.theunion.com/news/nevada-county-eviction-foreclosure-moratorium-extended/,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",12.5,0,2,3,0,0,0,0,0,7.5,0,USA,2,TRUE,TRUE,FALSE,TRUE
Nevada City,California,United States,City,39.2615606,-121.0160594,TRUE,2020-05-31 07:00:00,2020-05-31 07:00:00,,,"Emergency moratorium through 3/31/20 on all residential evictions for tenants who demonstrate COVID-19 related inabilities to pay rents. No documentation is required, but tenants must notify landlords in writing within 30 days of rent due date of inability to pay. Tenants will have six months to repay back rent. Late fees for rent and utilities will be suspended during that time.",Legistlative Eviction Protection,https://www.theunion.com/news/nevada-city-extends-commercial-eviction-moratorium/,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",13,8,2,3,-4.5,0,-1,3,0,1.5,1,USA,2,TRUE,TRUE,FALSE,FALSE
New Hampshire,New Hampshire,United States,State,43.4849133,-71.6553992,TRUE,2020-05-04 07:00:00,2020-05-04 07:00:00,,,The governor has placed a moratorium on all evictions and foreclosures. Landlords who violate this order can be subject to penalties. Tenants are still required to pay rent aned homeowners are still required to make mortgage payments.,Legistlative Eviction Protection,https://www.governor.nh.gov/news-media/press-2020/documents/emergency-order-4.pdf,http://granitestateorganizing.org/covid-19-resources/,Eviction Cases can Resume (Remote or In-Person),The Governor's moratorium on eviction and foreclosure proceedings expired on 7/1. The Order suspending utility disconnections and late fees expired on 7/15. The Governor issued an order requiring utilities providers to work out payment arrangements extending at least 6 months to help customers pay bills accrued during the emergency suspension. The Governor authorized a housing assistance program (GOFERR) that provides both one-time grants and short-term housing assistance for households struggle to secure or maintain housing as a result of COVID-19.  New Hampshite Supreme Court's moratorium on eviction hearing expired. Courts have resumed eviction proceedings and parties must submit a CARES Act affidavit to file for an eviction.,-5.5,8,5,2,0,0,-5,0,-1,-14.5,0,USA,1,TRUE,TRUE,FALSE,FALSE
New Jersey,New Jersey,United States,State,40.0757384,-74.4041622,TRUE,,,,,"Governor signed an Executive Order on 3/19 that halts removals of residents pursuant to evictions or foreclosure proceedings. The eviction moratorium will last until 2 months after the governor declares an end to the Covid-19 health crisis. The EO does not halt initiation or continuation of eviction and foreclosure proceedings. In addition, the Supreme Court cancelled landlord/tenant calendars until April 26th and suspended evictions. As of July 15th,  at least two county courthouses — Mercer and Burlington — are now holding settlement conferences remotely, tenant attorneys say.",,https://nj.gov/governor/news/news/562020/approved/20200319c.shtml,,Eviction Cases & Enforcement Suspended,"Governor Phil Murphy signed an Executive Order on 3/19 that halts the removal of residents pursuant to evictions or foreclosure proceedings for two months after the end of the emergency. On 7/2 Governor Murphy signed an Executive Order extending the statewide Public Health Emergency with no expiration date.Therefore the state's Eviction Moratorium is, in effect, extended with no expiration date. On 6/25, the State Supreme Court confirmed that the suspention of residential lockouts remains in effect, although landlord/tenant complaints can still be filed with the courts, and settlement conferences can be held. The state has enacted a temporary rental assistance program for low-income households impacted by the COVID-19 pandemic. Utilities companies have agreed to halt disconnections for the length of the crisis, and the Governor passed legislation empowering local authorities to waive interest and lien enforcement for delinquent water and sewer utility payments and suspend utility disconnections during public health emergencies.",3.5,0,2,3,0,0,0,0,0,-1.5,0,USA,2,FALSE,FALSE,FALSE,FALSE
New Mexico,New Mexico,United States,State,34.5708167,-105.993007,TRUE,,,,,"The Supreme Court issued two orders, one on March 24, 2020 (No. 20-8500-007) and one on March 26, 2020 (No. 20-8500-008), which address eviction for non-payment of rent cases. These orders require judges to stay (put a hold on) evictions in cases where the tenant has shown the court that they are unable to pay rent. You must provide the court with evidence of current inability to pay rent at your hearing on the eviction petition. Eviction hearings will be held by video or phone, unless parties file a motion for in-person hearing. For help, Senior Citizens Law Office - (505) 265-2300; New Mexico Legal Aid - (505) 633-6694; United South Broadway - (505) 764-8867.",Court-Based Eviction Policy,https://nmcourts.gov/uploads/files/COVID-19/Eviction%20Stay%20FAQ%20(1).pdf,https://www.newmexicolegalaid.org/,Nonpayment Eviction Cases Suspended,"The New Mexico Supreme Court has stayed the execution of writs of restitution for nonpayment of rent under NMSA 1978, Section 47-8-46 (A) if the resident has demonstrated by a preponderance of the evidence a current inability to pay rent. The New Mexico Supreme Court has also stayed the execution of writs of restitution for mobile homes. Landlords can still file for eviction, and courts can still hear eviction cases remotely or in person. Without additional measures, evictions enforcement will proceed when the court's order is lifted. New Mexico Public Regulation Commission ordered suspension of discontinutation residential customer utility service during public health emergency.",0,0,0,2,0,0,0,0,0,-2,0,USA,1,FALSE,FALSE,FALSE,FALSE
New Orleans,Louisiana,United States,City,29.9499323,-90.0701156,TRUE,2020-05-18 07:00:00,2020-05-18 07:00:00,,,"Evictions in New Orleans will remain suspended until at least May 18 instead of May 4, according to a court order issued by First and Second City Courts and Orleans Parish Civil District Court.",Legistlative Eviction Protection,https://www.documentcloud.org/documents/6880458-Covid-19-Order-5-04-30-2020-Signed.html,https://thelensnola.org/2020/04/28/no-answers-yet-on-when-new-orleans-evictions-may-resume/,Eviction Cases can Resume (Remote or In-Person),"The Governor's Executive Order suspends deadlines in all legal proceedings in all courts until June 15, 2020.",1,8,5,2,0,0,0,0,0,-14,0,USA,1,TRUE,TRUE,FALSE,FALSE
New York,New York,United States,State,40.7127281,-74.0060152,TRUE,2020-08-20 07:00:00,2020-08-20 07:00:00,,2020-08-20 07:00:00,"All eviction proceedings and pending eviction orders shall be suspended statewide in New York until further notice. In NYC, all city marshals have been notified that they can not execute any pre-existing warrants. Initially, New York Chief Administrative Judge Lawrence Marks announced a suspension on court eviction proceedings, but a loophole briefly allowed landlords to file new eviction cases. A March executive order from Gov. Andrew Cuomo closed that loophole by blocking new cases until at least April 19 (that has since been extended to June 6) and enacting a statewide eviction moratorium until June 20. A new executive order, issues in May, extended that moratorium to August 20, but only to tenants who qualify for unemployment benefits or who are experiencing a “financial hardship” as a result of COVID-19, potentially putting the onus on tenants to prove that they are entitled to not be sued or evicted. The Eviction Moratorium is set to expire on August 5th.",,https://d3n8a8pro7vhmx.cloudfront.net/righttocounselnyc/pages/200/attachments/original/1589223332/Response_to_Executive_Order_202.28__May_11__2020_.pdf?1589223332,https://d3n8a8pro7vhmx.cloudfront.net/righttocounselnyc/pages/200/attachments/original/1589223332/Response_to_Executive_Order_202.28__May_11__2020_.pdf?1589223332,COVID-19 Hardship Eviction Cases Suspended,"On 6/30, the Governor signed the Tenant Safe Harbor Act, which suspends evictions for tenants who can show they have suffered financial hardship during the COVID-19 emergency period (includes rental debt accrued during the eviction moratorium) until all COVID-19 restrictions on gatherings and non-essential businesses are lifted. The Governor's Executive Order prohibits initiation of and enforcement of eviction for non-payment if a tenant has experienced COVID-19 hardship, or is recieving unemployment benefits, for a period of 60 days beginning on June 20. The Governor's order also provides that landlords are prohibited from charging late fees from March 20, 2020, through August 20, 2020 and allows tenants to put their security deposits toward rent. The legislature has also enacted a measure that requires mortgage providers to offer mortgage forebearance for up to 180 days to mortgage holders, to refrain from charging late fees, and to not report late payments to credit reporting agencies.",14.5,0,0.5,2,2,1,-5,3,0,10,1,USA,2,FALSE,TRUE,FALSE,TRUE
New York City,New York,United States,City,40.7127281,-74.0060152,TRUE,2020-08-05 07:00:00,2020-08-05 07:00:00,,,"All eviction proceedings and pending eviction orders shall be suspended statewide in New York until further notice. In NYC, all city marshals have been notified that they can not execute any pre-existing warrants. Initially, New York Chief Administrative Judge Lawrence Marks announced a suspension on court eviction proceedings, but a loophole briefly allowed landlords to file new eviction cases. A March executive order from Gov. Andrew Cuomo closed that loophole by blocking new cases until at least April 19 (that has since been extended to June 6) and enacting a statewide eviction moratorium until June 20. A new executive order, issues in May, extended that moratorium to August 20, but only to tenants who qualify for unemployment benefits or who are experiencing a “financial hardship” as a result of COVID-19, potentially putting the onus on tenants to prove that they are entitled to not be sued or evicted.",Legistlative Eviction Protection,https://www.righttocounselnyc.org/moratorium_faq,https://www.righttocounselnyc.org/moratorium_faq,COVID-19 Hardship Eviction Cases Suspended,"On 6/30, the Governor signed the Tenant Safe Harbor Act, which suspends evictions for tenants who can show they have suffered financial hardship during the COVID-19 emergency period (includes rental debt accrued during the eviction moratorium) until all COVID-19 restrictions on gatherings and non-essential businesses are lifted. The Governor's Executive Order prohibits initiation of and enforcement of eviction for non-payment if a tenant has experienced COVID-19 hardship, or is recieving unemployment benefits, for a period of 60 days beginning on June 20. The Governor's order also provides that landlords are prohibited from charging late fees from March 20, 2020, through August 20, 2020 and allows tenants to put their security deposits toward rent. The legislature has also enacted a measure that requires mortgage providers to offer mortgage forebearance for up to 180 days to mortgage holders, to refrain from charging late fees, and to not report late payments to credit reporting agencies.",32.5,8,5.5,2,2,1,0,3,0,10,1,USA,3,FALSE,TRUE,FALSE,FALSE
Newark,New Jersey,United States,City,40.735657,-74.1723667,TRUE,2020-05-14 07:00:00,2020-05-14 07:00:00,,,"Petition for: A moratorium on all causes of eviction. Community members who cannot demonstrate a documented loss of income should not suffer during this time. Not all workers, such as subcontractors, gig economy workers, or undocumented workers, can provide proof of loss of wages. No one deserves to be evicted during a pandemic. Every tenant should receive the same level of protection, without exception. Prohibit late fees for any missed payments during the state of emergency. Prohibit landlords from evicting a tenant for rent accrued during the state of emergency. This ensures that a landlord cannot immediately serve an eviction notice once the state of emergency ends. A rent freeze during the state of emergency. If tenants are unable to make rent during the state of emergency, it is unreasonable to expect tenants to sustain a rent increase. Reasonable accommodation, at the conclusion of the crisis, for tenants to pay back any rent due. This must include the option of rent forgiveness.",Legistlative Eviction Protection,https://www.facebook.com/RasJBaraka/photos/a.319302828206793/1842820932521634/?type=3&theater,,Eviction Cases & Enforcement Suspended,"Governor Phil Murphy signed an Executive Order on 3/19 that halts the removal of residents pursuant to evictions or foreclosure proceedings for two months after the end of the emergency. On 7/2 Governor Murphy signed an Executive Order extending the statewide Public Health Emergency with no expiration date.Therefore the state's Eviction Moratorium is, in effect, extended with no expiration date. On 6/25, the State Supreme Court confirmed that the suspention of residential lockouts remains in effect, although landlord/tenant complaints can still be filed with the courts, and settlement conferences can be held. The state has enacted a temporary rental assistance program for low-income households impacted by the COVID-19 pandemic. Utilities companies have agreed to halt disconnections for the length of the crisis, and the Governor passed legislation empowering local authorities to waive interest and lien enforcement for delinquent water and sewer utility payments and suspend utility disconnections during public health emergencies.",8.5,8,2,3,2,0,-5,0,0,-1.5,0,USA,2,TRUE,TRUE,FALSE,FALSE
Newark,California,United States,City,37.5296593,-122.0402399,TRUE,2020-07-28 07:00:00,2020-07-28 07:00:00,,,"Moratorium on all eviction proceedings, such as notices to quit or pay rent or unlawful detainer actions served on or after the effective date of the ordinance. A tenant must demonstrate that they suffered a substantial loss of income due to the COVID-19 pandemic in order to establish a substantive eviction defense under the ordinance. This can be accomplished by providing supporting documentation that the landlord must keep in confidence. The ordinance does not waive the payment of rent, but rather delays an impacted tenant’s obligation to make rent payments during the period of the temporary moratorium.",Legistlative Eviction Protection,https://www.newark.org/home/showdocument?id=5817,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",12.5,10,2,3,-5.5,0,-1,3,-1.5,1.5,1,USA,2,TRUE,TRUE,FALSE,FALSE
North Carolina,North Carolina,United States,State,35.6729639,-79.0392919,TRUE,2020-05-31 07:00:00,2020-06-21 07:00:00,,2020-05-31 07:00:00,"In April the Supreme Court of North Carolina postponed ejectment and foreclosure actions, but did not explicitly stop eviction orders that were already approved, through June 1. In late May the governor extended the moratorium until June 20 by executive order.",,https://governor.nc.gov/news/governor-cooper-extends-moratorium-utility-cut-offs-and-implements-evictions-moratorium,,Eviction Cases can Resume (Remote or In-Person),"The Supreme Court of North Carolina has resumed ejectment and foreclosure actions as of June 21, and sheriffs are not required to execute pending writs until June 30. The Supreme Court also gave defendants 30 days to appear after a summons for a summary ejectment or small claims eviction is issued, prohibited courts from issuing a writ of possession in a summary ejectment proceeding without CARES Act certification, and created a mediation program for summary ejectement proceedings. The Governor's executive order prohibiting evictions for nonpayment of rent expired on June 21, but the order granted tenants 6 months from the expiration of the order to pay back any rent that accrued while the order was in effect. Utility shut offs are prohibited through July 29.",-12,0,0,2,0,0,0,0,0,-14,0,USA,1,TRUE,TRUE,FALSE,TRUE
North Dakota,North Dakota,United States,State,47.6201461,-100.540737,TRUE,2020-04-22 07:00:00,,,2020-04-22 07:00:00,"The North Dakota Supreme Court suspended all residential eviction proceedings until further notice. The North Dakota Supreme Court has continued to hear cases, as have lower courts in the state. Prior to the Supreme Court taking official actions, county sheriffs in Clay, Cass, Grand Forks, and Burleigh counties all had stopped enforcing evictions. Cass County, Burleigh County, and Grand Forks County are home to the state's three largest cities, respectively Fargo, Bismarck, and Grand Forks. The ACLU of North Dakota is worried that a “Good Cause” clause in the wording may still put renters at risk for eviction if landlords can provide reasoning for removing them from the property. There is not much documentation about this ""protection"" on the state website, or even in the media. By order of supreme court, evictions have resumed as of April 22, 2020.",,https://www.kvrr.com/2020/03/30/coalition-calls-for-eviction-moratorium-in-north-dakota/,,Eviction Cases can Resume (Remote or In-Person),"On April 24, the North Dakota Supreme Court amended its order suspending all residential eviction proceedings to allow evictions to resume remotely. The Court has extended the deadline to hold a hearing from 15 to 45 days. The state emergency commission also approved funding for a short-term rent support program to help households who lost income due to COVID-19.",0,0,0,2,0,0,0,0,0,-2,0,USA,1,TRUE,TRUE,FALSE,TRUE
North Las Vegas,Nevada,United States,City,36.2005843,-115.1215844,TRUE,2020-05-16 07:00:00,2020-05-16 07:00:00,,,"The city of North Las Vegas voted to fine landlords and property managers up to $1,000 for attempting to remove tenants",Legistlative Eviction Protection,https://www.nevadacurrent.com/2020/04/17/complaints-pile-up-over-extended-stay-motels-skirting-eviction-moratorium/,https://www.lacsn.org/?gclid=EAIaIQobChMIuMutg8Pz6gIVSpyzCh0cmAl3EAAYASAAEgJMVfD_BwE,Eviction Cases & Enforcement Suspended,"The Governor signed an Executive Order on 6/25 detailing a plan to protect tenants while phasing in eviction proceedings. Residential summary eviction proceedings for non-payment/no cause and foreclosures will remain suspended until 9/1, and late fees for non-payment cannot be charged retroactively. Other residential evictions can resume 8/1. Further, residential tenants can be evicted on 8/1 if the process started prior to 3/30. Commercial evictions can begin starting 7/1. Governor is encouraging landlords to work out payment plans with tenants, and has announced a rental assistance plan to support tenants and ensure landlords recieve delinquent rents.",15,8,2,1,0,0,0,0,0,3,1,USA,2,TRUE,TRUE,FALSE,FALSE
Northern Mariana Islands,Northern Mariana Islands,United States,State,14.1490205,145.213452483189,TRUE,2020-06-05 07:00:00,,,2020-06-05 07:00:00,"All civil trials are suspended and will be rescheduled after June 5. This should include evictions, although the order does not mention them explicitly.",,http://nmijudiciary.com/wp-content/uploads/2020/04/2020-ADM-0005-MSC-Order-No.-2-Re-COVID-19-corrected-2.pdf,,Civil Cases Suspended,"All civil trials are suspended and will be resecheduled after June 5. This should include evictions, although the order does not mention them explicitly.",11,0,7,1,0,0,0,0,0,3,0,USA,2,TRUE,TRUE,FALSE,TRUE
Oakland,California,United States,City,37.8044557,-122.2713563,TRUE,2020-07-22 07:00:00,2020-07-22 07:00:00,,,"A moratorium on evictions to tenants, homeowners and mobile homeowners who are facing displacement because of medical issues or a substantial loss of income as a result of the coronavirus. In order to keep people in their homes, the temporary moratorium now bans not only no-cause evictions, but also most just cause evictions, where landlords could evict a renter for things such as non-payment or violating terms of the lease. However, landlords still can evict people in some circumstances, such as for health and safety reasons, which can include criminal behavior, as well as if a landlord is going out of the rental business and plans to take the unit off the market. Tenants who are unable to pay due to loss of income, as well as some local businesses, are protected. Evictions because of COVID-19 infection are not allowed under the new ordinance. Additionally, landlords are not allowed to raise rent by more than 3.5%, and cannot charge late fees if a tenant is too sick to pay rent, or has lost income due to the pandemic.",Legistlative Eviction Protection,https://www.oaklandca.gov/resources/oaklands-moratorium-on-residential-and-commercial-evictions,https://cjjc.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",26,8,7,3,2,-2,0,3,-0.5,1.5,4,USA,3,TRUE,TRUE,FALSE,FALSE
Oakland County,Michigan,United States,County,42.6618842,-83.3804439,TRUE,,,,,Oakland County has said no owners affected by the coronavirus outbreak will lose their properties this year.,,https://www.detroitnews.com/story/news/local/detroit-city/2020/05/13/detroit-demonstrators-urge-whitmer-extend-eviction-ban/5182328002/,https://detroitevictiondefense.org/,Eviction Cases can Resume (Remote or In-Person),"On 6/26, the Governor passed EO 2020-134 extending the state's eviction moratorium to 7/15. The moratorium ended on 7/16. Now the Eviction Diversion Program launches, awarding payments to landlords who agree not to evict tenants for housing debt accrued during COVID-19. Landlords must agree to waive late fees, and forgive up to 10% of the amount due. Households up to 100% of the state's median income are eligible for the program. Michigan's courts may still hear existing civil cases remotely or in-person if they have complied with the phased reopening plan created by the State Court Administrative Office. Court deadlines and deadlines to commence civil actions are tolled until 7/31. Property owners must submit verification that the property is exempt from the federal CARES Act moratorium.",-10,0,0,3,0,0,0,0,0,-13,0,USA,1,FALSE,FALSE,FALSE,FALSE
Oceanside,California,United States,City,33.1958696,-117.3794834,TRUE,2020-05-31 07:00:00,2020-05-31 07:00:00,,,No property owner or landlord shall evict a residential or commercial tenant for nonpayment of rent due to Covid-19.,Legistlative Eviction Protection,https://www.ci.oceanside.ca.us/civicax/filebank/blobdload.aspx?blobid=52120,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",13,8,2,3,-5.5,0,0,3,0,1.5,1,USA,2,TRUE,TRUE,FALSE,FALSE
Ohio,Ohio,United States,State,40.2253569,-82.6881395,TRUE,2020-07-30 07:00:00,,,2020-07-30 07:00:00,"The Supreme Court of Ohio tolled all court deadlines until the earlier of the end of the emergency or 7/30/20. The court also issued guidance (as opposed to an order) to local courts that suggested courts could temporarily continue eviction filings, pending eviction proceedings, scheduled move-outs, and the execution of foreclosure judgements (except in the instances where allegations of domestic violence are involved). However, the determination of how to restrict access to the court is left to local jurisdiction. Several municipal courts have ordered the suspension of evictions. Both the governor and the Supreme Court recently issued orders tolling court deadlines; in its guidance as to how this applies to evictions, the Supreme Court states, ""Nothing in the legislation or the Supreme Court’s order prevents the filing of an eviction action during the emergency period."" The Governor issued an emergency order ""requesting"" that landlords of commercial properties suspend rent payments and evictions and that lenders provide mortgage forbearance.",,http://www.supremecourt.ohio.gov/rod/docs/pdf/0/2020/2020-Ohio-1461.pdf,https://lasclev.org/get-help/housing/tenants-rights/,Local Discretion,"Ohio does not have a statewide moratorium on evictions. The Supreme Court of Ohio tolled all court deadlines until the earlier of the end of the emergency or 7/30/20, but the determination of how to restrict access to the court is left to local jurisdictions. Several municipal courts have ordered the suspension of evictions. The Governor issued an emergency order ""requesting"" that landlords of commercial properties suspend rent payments and evictions and that lenders provide mortgage forbearance.",0,0,0,2,0,0,0,0,0,-2,0,USA,1,TRUE,TRUE,FALSE,TRUE
Ojai,California,United States,City,34.4480495,-119.242889,TRUE,2020-09-30 07:00:00,2020-09-30 07:00:00,,,Emergency moratorium on all no-fault evictions of residential tenants who demonstrate COVID-19 related inabilities to pay rents. Tenants will have up to 6 months post-emergency to repay any back rent.,Legistlative Eviction Protection,http://ojaicity.org/city-orders-a-residential-eviction-moratorium/,https://www.tenantstogether.org/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. The Governor issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs until September 30, 2020. Since then several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",10.5,8,2,3,-3,0,-1,0,0,1.5,0,USA,2,FALSE,TRUE,FALSE,FALSE
Oklahoma County,Oklahoma,United States,County,35.5533328,-97.4367741,TRUE,2020-05-14 07:00:00,,,2020-05-14 07:00:00,"Sheriff P.D. Taylor has suspended the enforcement of residential evictions until May 14, 2020. All foreclosure sales are suspended until May 28, 2020.",,https://sheriff.oklahomacounty.org/CivicAlerts.aspx?AID=19,,Evictions Can Resume (Remote),"Most evictions have now resumed in Oklahoma since the state Supreme Court allowed non-jury hearings to proceed on 5/16. The plaintiff in any action for eviction filed after 3/27 must affirmatively plead that the property subject to eviction is not covered under the CARES Act. The Governor also announced an eviction mitigation program that reinburses local organizations that provide rent relief to tenants, up to $3600 for each individual mitigation.",-7,0,0,3,0,0,0,0,0,-10,0,USA,1,TRUE,TRUE,FALSE,TRUE
