municipality,state,Country,admin_scale,lat,lng,passed,policy_summary,range,policy_type,link,resource,state_level_legal_status,state_level_legal_summary,point_total,pts_eviction_initiation_tot_10,pts_eviction_protect_tot_04,pts_eviction_pending_tot_03,pts_tenant_action_tot_00,pts_partial_rent_tot_01,pts_repayment_period_tot_05,pts_latefees_tot_03,pts_repayment_plan_tot_00,pts_courts_tot_15,pts_renter_protection_tot_06,ISO
Columbus,Ohio,United States,City,39.9622601,-83.0007065,TRUE,"The City of Columbus announced on May 14 that it will allocate $2.65 million that is received in federal CARES Act funding to fund tenant-based community assistance, cash payments to renters who are facing imminent eviction. In addition, the city will provide $250,000 to hire five additional attorneys for the Legal Aid Society of Columbus and $100,000 for Community Mediation Services to assist the 1,200 eviction cases pending in the Franklin County Municipal Court, which is scheduled to reopen on June 1.",1,,https://www.greaterohio.org/covid19-relief#rentalhousingevictions,,Local Discretion,"The Supreme Court of Ohio tolled all court deadlines until the earlier of the end of the emergency or 7/30/20. The court also issued guidance (as opposed to an order) to local courts that suggested courts could temporarily continue eviction filings, pending eviction proceedings, scheduled move-outs, and the execution of foreclosure judgements (except in the instances where allegations of domestic violence are involved). However, the determination of how to restrict access to the court is left to local jurisdiction. Several municipal courts have ordered the suspension of evictions. Both the governor and the Supreme Court recently issued orders tolling court deadlines; in its guidance as to how this applies to evictions, the Supreme Court states, ""Nothing in the legislation or the Supreme Court’s order prevents the filing of an eviction action during the emergency period."" The Governor issued an emergency order ""requesting"" that landlords of commercial properties suspend rent payments and evictions and that lenders provide mortgage forbearance.",-4,0,0,2,0,0,0,2,0,-8,0,USA
Dayton,Ohio,United States,City,39.7589478,-84.1916069,TRUE,"All criminal, traffic, civil, eviction, and small claims cases scheduled for the Dayton Municipal Court from March 9, 2020, except for those matters requiring immediate attention and deemed necessary to proceed, shall be Continued and all speedy trial time, statutes of limitation, and time requirements are tolled until the Governor’s Declaration of Emergency ends or July 30, 2020, whichever is sooner.",2,,https://www.daytonmunicipalcourt.org/,,Local Discretion,"The Supreme Court of Ohio tolled all court deadlines until the earlier of the end of the emergency or 7/30/20. The court also issued guidance (as opposed to an order) to local courts that suggested courts could temporarily continue eviction filings, pending eviction proceedings, scheduled move-outs, and the execution of foreclosure judgements (except in the instances where allegations of domestic violence are involved). However, the determination of how to restrict access to the court is left to local jurisdiction. Several municipal courts have ordered the suspension of evictions. Both the governor and the Supreme Court recently issued orders tolling court deadlines; in its guidance as to how this applies to evictions, the Supreme Court states, ""Nothing in the legislation or the Supreme Court’s order prevents the filing of an eviction action during the emergency period."" The Governor issued an emergency order ""requesting"" that landlords of commercial properties suspend rent payments and evictions and that lenders provide mortgage forbearance.",10,0,5,2,0,0,0,2,0,1,0,USA
Cleveland,Ohio,United States,City,41.5051613,-81.6934446,TRUE,Eviction hearings and filings postponed.,2,,https://clevelandmunicipalcourt.org/docs/default-source/cleveland-housing-court/covid-19-temporary-admin-order-2020-03-rev9a0d266cc4f76bf3972fff0000463da2.pdf?sfvrsn=affa4d3d_0,,Local Discretion,"The Supreme Court of Ohio tolled all court deadlines until the earlier of the end of the emergency or 7/30/20. The court also issued guidance (as opposed to an order) to local courts that suggested courts could temporarily continue eviction filings, pending eviction proceedings, scheduled move-outs, and the execution of foreclosure judgements (except in the instances where allegations of domestic violence are involved). However, the determination of how to restrict access to the court is left to local jurisdiction. Several municipal courts have ordered the suspension of evictions. Both the governor and the Supreme Court recently issued orders tolling court deadlines; in its guidance as to how this applies to evictions, the Supreme Court states, ""Nothing in the legislation or the Supreme Court’s order prevents the filing of an eviction action during the emergency period."" The Governor issued an emergency order ""requesting"" that landlords of commercial properties suspend rent payments and evictions and that lenders provide mortgage forbearance.",10,0,5,2,0,0,0,2,0,1,0,USA
Cuyahoga County,Ohio,United States,County,41.4301347,-81.6905558,TRUE,"In Cuyahoga County, all local courts have put a moratorium on evictions, but each court’s order is unique.",1,,https://www.cleveland.com/business/2020/03/people-have-to-have-a-home-to-stay-in-how-cleveland-area-housing-courts-are-handling-evictions-during-the-coronavirus-pandemic.html,,Local Discretion,"The Supreme Court of Ohio tolled all court deadlines until the earlier of the end of the emergency or 7/30/20. The court also issued guidance (as opposed to an order) to local courts that suggested courts could temporarily continue eviction filings, pending eviction proceedings, scheduled move-outs, and the execution of foreclosure judgements (except in the instances where allegations of domestic violence are involved). However, the determination of how to restrict access to the court is left to local jurisdiction. Several municipal courts have ordered the suspension of evictions. Both the governor and the Supreme Court recently issued orders tolling court deadlines; in its guidance as to how this applies to evictions, the Supreme Court states, ""Nothing in the legislation or the Supreme Court’s order prevents the filing of an eviction action during the emergency period."" The Governor issued an emergency order ""requesting"" that landlords of commercial properties suspend rent payments and evictions and that lenders provide mortgage forbearance.",5,0,0,2,0,0,0,2,0,1,0,USA
South Euclid,Ohio,United States,City,41.5231076,-81.5184553,TRUE,Eviction trials postponed until May 31st.,2,,http://southeuclidcourt.com/wp-content/uploads/2020/04/Admin-order-4.2.20.pdf,Eviction trials postponed until May 31st.,Local Discretion,"The Supreme Court of Ohio tolled all court deadlines until the earlier of the end of the emergency or 7/30/20. The court also issued guidance (as opposed to an order) to local courts that suggested courts could temporarily continue eviction filings, pending eviction proceedings, scheduled move-outs, and the execution of foreclosure judgements (except in the instances where allegations of domestic violence are involved). However, the determination of how to restrict access to the court is left to local jurisdiction. Several municipal courts have ordered the suspension of evictions. Both the governor and the Supreme Court recently issued orders tolling court deadlines; in its guidance as to how this applies to evictions, the Supreme Court states, ""Nothing in the legislation or the Supreme Court’s order prevents the filing of an eviction action during the emergency period."" The Governor issued an emergency order ""requesting"" that landlords of commercial properties suspend rent payments and evictions and that lenders provide mortgage forbearance.",10,0,5,2,0,0,0,2,0,1,0,USA
Bedford,Ohio,United States,City,41.39311,-81.536509,TRUE,Eviction hearings postponed until May 15th,1,,https://www.bedfordmuni.org/,,Local Discretion,"The Supreme Court of Ohio tolled all court deadlines until the earlier of the end of the emergency or 7/30/20. The court also issued guidance (as opposed to an order) to local courts that suggested courts could temporarily continue eviction filings, pending eviction proceedings, scheduled move-outs, and the execution of foreclosure judgements (except in the instances where allegations of domestic violence are involved). However, the determination of how to restrict access to the court is left to local jurisdiction. Several municipal courts have ordered the suspension of evictions. Both the governor and the Supreme Court recently issued orders tolling court deadlines; in its guidance as to how this applies to evictions, the Supreme Court states, ""Nothing in the legislation or the Supreme Court’s order prevents the filing of an eviction action during the emergency period."" The Governor issued an emergency order ""requesting"" that landlords of commercial properties suspend rent payments and evictions and that lenders provide mortgage forbearance.",5,0,0,2,0,0,0,2,0,1,0,USA
Seminole County,Florida,United States,County,28.7225829,-81.2353683,TRUE,"All foreclosure sales, hearings and nonjury trials shall be suspended until May 29, 2020, or as provided by subsequent order. The proceeding shall be scheduled to the next available date after May 29, 2020. All eviction, ejectment or writs of possession, unlawful detainers proceedings including the initial paperwork for these matters shall be suspended until May 29, 2020, or as provided by subsequent order.",2,,https://flcourts18.org/docs/Covid19/AO20-15-amd-2.pdf,,COVID-19 Hardship Eviction Cases Suspended,"On April 2, Governor DeSantis suspended statutes giving a cause of action for eviction related to COVID19 and foreclosure for 45 days. On May 14, the order was extended to June 2. The Florida Supreme Court suspended the requirement for the clerk to issue writs of possession ""forthwith"" until May 29th.",16.5,0,0.5,3,0,0,0,2,0,11,0,USA
Toledo,Ohio,United States,City,41.6786754,-83.5127283,TRUE,"The housing court says all currently scheduled eviction hearings will be continued after May 30, 2020. The court says notices with rescheduled dates and times will be mailed out to all parties involved.",1,,https://www.toledohousingcourt.org/media/1659/042120_toledo_housing_court_update.pdf,,Local Discretion,"The Supreme Court of Ohio tolled all court deadlines until the earlier of the end of the emergency or 7/30/20. The court also issued guidance (as opposed to an order) to local courts that suggested courts could temporarily continue eviction filings, pending eviction proceedings, scheduled move-outs, and the execution of foreclosure judgements (except in the instances where allegations of domestic violence are involved). However, the determination of how to restrict access to the court is left to local jurisdiction. Several municipal courts have ordered the suspension of evictions. Both the governor and the Supreme Court recently issued orders tolling court deadlines; in its guidance as to how this applies to evictions, the Supreme Court states, ""Nothing in the legislation or the Supreme Court’s order prevents the filing of an eviction action during the emergency period."" The Governor issued an emergency order ""requesting"" that landlords of commercial properties suspend rent payments and evictions and that lenders provide mortgage forbearance.",1,0,5,2,0,0,0,2,0,-8,0,USA
Fresno,California,United States,City,36.7394421,-119.7848307,TRUE,"In response to a request by the City Council at their meeting on April 27, 2020, staff has prepared an urgency ordinance that amends the eviction moratorium ordinance to include a prohibition on rent increases during the eviction moratorium period which is March 4, 2020 through May 31, 2020 (unless extended). The rent freeze applies to residential tenancies, and covers the same types of residential tenancies as are covered in the County of Los Angeles rent freeze order, including the same exemptions as are included in the Los Angeles County order. As with the eviction moratorium, rather than criminal enforcement by the City, the ordinance is intended to create a defense that tenants can use against actions brought by their landlords concerning any rent increases imposed during the moratorium period.",2,Eviction Protection,https://caanet.org/app/uploads/2020/03/Fresno-Eviction-Moratorium.pdf-secured.pdf,Tenants Together,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",13,8,2,-2.5,0,-1,0,4,0,1.5,1,USA
Mecklenburg County,North Carolina,United States,County,35.2356385,-80.8139485,TRUE,"Mecklenburg Sheriff is adhering to the Supreme Court order suspending enforcement of evictions to June 1, 2020.",2,,http://www.mecksheriff.com/pdf/evictioncourt.pdf,,Eviction Cases Suspended,"The Supreme Court of North Carolina postponed ejectment and foreclosure actions, but does not explicitly stop eviction orders that were already approved.",11,0,7,3,0,0,0,2,0,-1,0,USA
Fairborn,Ohio,United States,City,39.8208998,-84.0193858,TRUE,Courts are closed and eviction cases postponed.,1,,https://www.fairbornmunicipalcourt.us/,,Local Discretion,"The Supreme Court of Ohio tolled all court deadlines until the earlier of the end of the emergency or 7/30/20. The court also issued guidance (as opposed to an order) to local courts that suggested courts could temporarily continue eviction filings, pending eviction proceedings, scheduled move-outs, and the execution of foreclosure judgements (except in the instances where allegations of domestic violence are involved). However, the determination of how to restrict access to the court is left to local jurisdiction. Several municipal courts have ordered the suspension of evictions. Both the governor and the Supreme Court recently issued orders tolling court deadlines; in its guidance as to how this applies to evictions, the Supreme Court states, ""Nothing in the legislation or the Supreme Court’s order prevents the filing of an eviction action during the emergency period."" The Governor issued an emergency order ""requesting"" that landlords of commercial properties suspend rent payments and evictions and that lenders provide mortgage forbearance.",-1,0,0,2,0,0,0,2,0,-5,0,USA
Oklahoma County,Oklahoma,United States,County,35.5533328,-97.4367741,TRUE,"Sheriff P.D. Taylor has suspended the enforcement of residential evictions until May 14, 2020. All foreclosure sales are suspended until May 28, 2020.",1,,https://sheriff.oklahomacounty.org/CivicAlerts.aspx?AID=19,,Local Discretion,"The Supreme Court of Oklahoma order staying civil cases is ambigious regarding its application to eviction cases. Many county-level district courts have stayed civil cases, but explicitly exempted forcible detainer and entry proceedings. The Supreme Court has closed all courts to public and extended court deadlines and statute of limitations through 5/15/20, but has stated they will begin to run and courts will begin to schedule non-jury hearings on 5/16. The court has also stated that orders issued from 3/16 to 5/15 are presumptively valid and enforceable, which means that the over 1500 orders of eviction issued since the beginning of the pandemic will be enforceable once law enforcement personnel are available.",-2.5,0,0,3,0,0,0,2,0,-7.5,0,USA
Multnomah County,Oregon,United States,County,45.5093799,-122.4006413,TRUE,"The Governor's Executive Order 20-13 creates a temporary moratorium on certain evictions and terminations of rental agreements and leases in response to the COVID-19 pandemic.  During the moratorium, the State of Oregon has prohibited landlords of residential properties from taking any action, judicial or otherwise, for reasons of non-payment of rent, late charges, utility charges, or any other service charge or fee. Nothing in the order relieves a tenant of the obligation to pay rent, utility charges or any other service charges or fees, except for late charges or penalties arising from nonpayment during this period which are specifically waived during the moratorium. During this moratorium, any residential or non-residential tenant who is or will be unable to pay the full rent when due under a rental agreement or lease, shall notify the landlord as soon as reasonably possible; and shall make partial rent payments to the extent the tenant is financially able to do so.",3,Eviction Protection,https://beta.portland.gov/phb/rental-services/multnomah-county-city-portland-covid-19-eviction-moratorium-faq,CAT,Eviction Cases & Nonpayment Eviction Enforcement Suspended,"The Chief Judge of Oregon postponed all first appearances and trials for evictions, and many county circuit courts postponed all eviction related matters. The Governor of Oregon issued Executive Order No. 20-11, which places a temporary moratorium on execution of residential evictions related to non-payment; and Executive Order No. 20-13, which places a temporary moratorium on landlord terminations of residential rental agreements and non-residential leases. The Governor's order also prohibits charging late fees. Most counties and some cities have also limited the eviction moratorium to non-payment cases, and a few have extended it to no-cause evictions. Under the Chief Judge's order, while hearings and proceedings for civil cases are generally postponed, the cases with statutory or constitutional mandates requiring them to be held during the moratorium period will still continue. All judicial districts have postponed jury trials and are taking measures to limit hearings and proceedings conducted during this time.",27.5,8,7,4,1,-1,0,4,-0.5,4,1,USA
Beaverton,Oregon,United States,City,45.4871723,-122.8037804,TRUE,"It is illegal for a landlord to give you an eviction notice or a notice of violation for non payment of rent, non-payment of fees, or non-payment of utilities between now and June 30th. It is illegal for a landlord to give you a no-cause notice between now and June 30, 2020. It is illegal for your landlord to file for an eviction based on non-payment or a no-cause notice between now and June 30, 2020.",2,Eviction Protection,https://www.beavertonoregon.gov/1879/Eviction-Moratorium,CAT,Eviction Cases & Nonpayment Eviction Enforcement Suspended,"The Chief Judge of Oregon postponed all first appearances and trials for evictions, and many county circuit courts postponed all eviction related matters. The Governor of Oregon issued Executive Order No. 20-11, which places a temporary moratorium on execution of residential evictions related to non-payment; and Executive Order No. 20-13, which places a temporary moratorium on landlord terminations of residential rental agreements and non-residential leases. The Governor's order also prohibits charging late fees. Most counties and some cities have also limited the eviction moratorium to non-payment cases, and a few have extended it to no-cause evictions. Under the Chief Judge's order, while hearings and proceedings for civil cases are generally postponed, the cases with statutory or constitutional mandates requiring them to be held during the moratorium period will still continue. All judicial districts have postponed jury trials and are taking measures to limit hearings and proceedings conducted during this time.",23,8,9,-2,0,-1,0,4,0,4,1,USA
Clackamas County,Oregon,United States,County,45.1608821,-122.2305038,TRUE,Moratorium on commercial and residential evictions.,3,Eviction Protection,https://www.youtube.com/watch?v=GT8lPg2wGCc,CAT,Eviction Cases & Nonpayment Eviction Enforcement Suspended,"The Chief Judge of Oregon postponed all first appearances and trials for evictions, and many county circuit courts postponed all eviction related matters. The Governor of Oregon issued Executive Order No. 20-11, which places a temporary moratorium on execution of residential evictions related to non-payment; and Executive Order No. 20-13, which places a temporary moratorium on landlord terminations of residential rental agreements and non-residential leases. The Governor's order also prohibits charging late fees. Most counties and some cities have also limited the eviction moratorium to non-payment cases, and a few have extended it to no-cause evictions. Under the Chief Judge's order, while hearings and proceedings for civil cases are generally postponed, the cases with statutory or constitutional mandates requiring them to be held during the moratorium period will still continue. All judicial districts have postponed jury trials and are taking measures to limit hearings and proceedings conducted during this time.",26,8,7,2,0,0,0,4,0,4,1,USA
King County,Washington,United States,County,47.4873376,-121.8622122,TRUE,"The county has suspended enforcement of all evictions. King County Sheriffs will not remove tenants from their homes during this time, and passed a resolution calling for a state or national moratorium on rent and mortgage payments. There is no expiration date on sheriffs refusing to carry out eviction orders",2,,"https://kingcounty.gov/courts/~/media/courts/Clerk/docs/misc/EmergencyOrder9,-d-,2020,-d-,03,-d-,18.ashx?la=en",Housing Justice Project,Eviction Cases & Enforcement Suspended,The Governor of Washington issued a temporary moratorium on all commerical and residential evictions and prohibits law enforcement from enforcing past orders of eviction. The Governor's Proclamation provides an exception for cases where a landlord/owner can show that eviction is necessary for a public health or safety reason.The Governor's order also prohibits property owners from assessing late fees. Seattle has extended eviction protections for 6 months after the state's moratorium expires.,15.5,0,2,2,0,0,0,2,0,9.5,0,USA
Kenmore,Washington,United States,City,47.7573202,-122.2440148,TRUE,Moratorium on evictions. Sheriffs will not cary out evictions in King County.,2,Eviction Protection,https://www.wmfha.org/news/covid-19-eviction-moratorium,,Eviction Cases & Enforcement Suspended,The Governor of Washington issued a temporary moratorium on all commerical and residential evictions and prohibits law enforcement from enforcing past orders of eviction. The Governor's Proclamation provides an exception for cases where a landlord/owner can show that eviction is necessary for a public health or safety reason.The Governor's order also prohibits property owners from assessing late fees. Seattle has extended eviction protections for 6 months after the state's moratorium expires.,17.5,8,2,2,0,0,0,2,0,3.5,0,USA
Burien,Washington,United States,City,47.469918,-122.3485274,TRUE,Eviction moratorium; sheriff will not carry out eviction orders,2,Eviction Protection,https://www.wmfha.org/news/covid-19-eviction-moratorium,,Eviction Cases & Enforcement Suspended,The Governor of Washington issued a temporary moratorium on all commerical and residential evictions and prohibits law enforcement from enforcing past orders of eviction. The Governor's Proclamation provides an exception for cases where a landlord/owner can show that eviction is necessary for a public health or safety reason.The Governor's order also prohibits property owners from assessing late fees. Seattle has extended eviction protections for 6 months after the state's moratorium expires.,17.5,8,2,2,0,0,0,2,0,3.5,0,USA
Everett,Washington,United States,City,47.9673056,-122.2013998,TRUE,Eviction moratorium; Sheriff will also not enforce evictions,2,Eviction Protection,https://everettwa.gov/DocumentCenter/View/24163/031720_Mayor-Franklin-issues-temporary-moritorium-on-evictions,,Eviction Cases & Enforcement Suspended,The Governor of Washington issued a temporary moratorium on all commerical and residential evictions and prohibits law enforcement from enforcing past orders of eviction. The Governor's Proclamation provides an exception for cases where a landlord/owner can show that eviction is necessary for a public health or safety reason.The Governor's order also prohibits property owners from assessing late fees. Seattle has extended eviction protections for 6 months after the state's moratorium expires.,17.5,8,7,2,0,-5,0,2,0,3.5,0,USA
Hillsboro,Oregon,United States,City,45.5228939,-122.989827,TRUE,"Residential and commercial eviction ban for nonpayment of rent, late charges, utility charges, or any other fees due to COVID-related loss of income.",2,Eviction Protection,https://hillsboro-oregon.civicweb.net/document/17506/Resolution%20No.%202659.pdf?handle=8018E1D199394556AA313635913431FB,CAT,Eviction Cases & Nonpayment Eviction Enforcement Suspended,"The Chief Judge of Oregon postponed all first appearances and trials for evictions, and many county circuit courts postponed all eviction related matters. The Governor of Oregon issued Executive Order No. 20-11, which places a temporary moratorium on execution of residential evictions related to non-payment; and Executive Order No. 20-13, which places a temporary moratorium on landlord terminations of residential rental agreements and non-residential leases. The Governor's order also prohibits charging late fees. Most counties and some cities have also limited the eviction moratorium to non-payment cases, and a few have extended it to no-cause evictions. Under the Chief Judge's order, while hearings and proceedings for civil cases are generally postponed, the cases with statutory or constitutional mandates requiring them to be held during the moratorium period will still continue. All judicial districts have postponed jury trials and are taking measures to limit hearings and proceedings conducted during this time.",21,8,7,4,0,-5,0,2,0,4,1,USA
Lane County,Oregon,United States,County,43.9314567,-122.8575849,TRUE,Lane County Circuit Court suspended all landlord-tenant proceedings until after May 31.,2,,https://lanecounty.org/government/county_departments/health_and_human_services/public_health/2019_novel_coronavirus_-_c_o_v_i_d-19/eviction_moratorium_information,Oregon Law Center/Lane County Legal Aid,Eviction Cases & Nonpayment Eviction Enforcement Suspended,"The Chief Judge of Oregon postponed all first appearances and trials for evictions, and many county circuit courts postponed all eviction related matters. The Governor of Oregon issued Executive Order No. 20-11, which places a temporary moratorium on execution of residential evictions related to non-payment; and Executive Order No. 20-13, which places a temporary moratorium on landlord terminations of residential rental agreements and non-residential leases. The Governor's order also prohibits charging late fees. Most counties and some cities have also limited the eviction moratorium to non-payment cases, and a few have extended it to no-cause evictions. Under the Chief Judge's order, while hearings and proceedings for civil cases are generally postponed, the cases with statutory or constitutional mandates requiring them to be held during the moratorium period will still continue. All judicial districts have postponed jury trials and are taking measures to limit hearings and proceedings conducted during this time.",22,0,7,2,0,0,0,2,0,10,1,USA
Gresham,Oregon,United States,City,45.5067406,-122.4367058,TRUE,"The action bars residential landlords from evicting renters during the state of emergency for any reason connected to the emergency, or for no reason at all via so-called “no-cause” evictions. The provisions apply for the duration of the declared State of Emergency. Landlords violating the order risk losing their City of Gresham rental license, which allows them to conduct business in Gresham.",2,Eviction Protection,https://greshamoregon.gov/News/2020/City-of-Gresham-announces-strong-emergency-residential-and-commercial-tenant-protections/,,Eviction Cases & Nonpayment Eviction Enforcement Suspended,"The Chief Judge of Oregon postponed all first appearances and trials for evictions, and many county circuit courts postponed all eviction related matters. The Governor of Oregon issued Executive Order No. 20-11, which places a temporary moratorium on execution of residential evictions related to non-payment; and Executive Order No. 20-13, which places a temporary moratorium on landlord terminations of residential rental agreements and non-residential leases. The Governor's order also prohibits charging late fees. Most counties and some cities have also limited the eviction moratorium to non-payment cases, and a few have extended it to no-cause evictions. Under the Chief Judge's order, while hearings and proceedings for civil cases are generally postponed, the cases with statutory or constitutional mandates requiring them to be held during the moratorium period will still continue. All judicial districts have postponed jury trials and are taking measures to limit hearings and proceedings conducted during this time.",23,8,9,4,0,-5,0,2,0,4,1,USA
Seattle,Oregon,United States,City,47.5629018,-122.3630498,TRUE,Residential eviction ban for nonpayment of rent and mortgages for the duration of the crisis. Those behind on rent due to COVID-related loss of income will have a six-month grace period to pay back rent after the emergency ends.,3,Eviction Protection,https://beta.portland.gov/sites/default/files/2020-03/ordinance-189890.pdf,CAT,Eviction Cases & Nonpayment Eviction Enforcement Suspended,"The Chief Judge of Oregon postponed all first appearances and trials for evictions, and many county circuit courts postponed all eviction related matters. The Governor of Oregon issued Executive Order No. 20-11, which places a temporary moratorium on execution of residential evictions related to non-payment; and Executive Order No. 20-13, which places a temporary moratorium on landlord terminations of residential rental agreements and non-residential leases. The Governor's order also prohibits charging late fees. Most counties and some cities have also limited the eviction moratorium to non-payment cases, and a few have extended it to no-cause evictions. Under the Chief Judge's order, while hearings and proceedings for civil cases are generally postponed, the cases with statutory or constitutional mandates requiring them to be held during the moratorium period will still continue. All judicial districts have postponed jury trials and are taking measures to limit hearings and proceedings conducted during this time.",27,8,7,4,0,-1,0,4,0,4,1,USA
Clark County,Washington,United States,County,45.7669047,-122.4940866,TRUE,"Clark County Superior Court banned non-emergency evictions. No 14-Day Late Payment Notices. Residential landlords are prohibited from serving a notice of unlawful detainer for default payment of rent related to such property under RCW 59.12.030(3). No No-Cause Termination Notices. Residential landlords are prohibited from issuing a 20-day notice for unlawful detainer related to such property under RCW 59.12.030(2), unless the landlord attaches an affidavit attesting that the action is believed necessary to ensure the health and safety of the tenant or other individuals.  No Unlawful Detainer Actions/Evictions may be filed for nonpayment of rent. Residential landlords are prohibited from initiating judicial action seeking a writ of restitution involving a dwelling unit if the alleged basis for the writ is the failure of the tenant or tenants to timely pay rent. This prohibition includes, but is not limited to, an action under Chapters 59.12 or RCW 59.18 RCW.  Law Enforcement may not assist in the nonpayment of rent evictions. Local law enforcement is prohibited from serving or otherwise acting on eviction orders that are issued solely for default payment of rent related to such property. Nothing in this Proclamation is intended to prohibit local law enforcement from acting on orders of eviction issued for other reasons, including but not limited to waste, nuisance or commission of a crime on the premises.",2,,https://navigatelawgroup.com/covid-19-moratorium-on-evictions/,https://tenantsunion.org/,Eviction Cases & Enforcement Suspended,The Governor of Washington issued a temporary moratorium on all commerical and residential evictions and prohibits law enforcement from enforcing past orders of eviction. The Governor's Proclamation provides an exception for cases where a landlord/owner can show that eviction is necessary for a public health or safety reason.The Governor's order also prohibits property owners from assessing late fees. Seattle has extended eviction protections for 6 months after the state's moratorium expires.,12.5,0,2,2,0,0,0,2,0,6.5,0,USA
Pierce County,Washington,United States,County,47.0022547,-122.2117983,TRUE,"Effective March 18, 2020, the Pierce County Sheriff’s Department generally will not be enforcing eviction orders.",2,,https://www.co.pierce.wa.us/1947/Civil-Process-Unit,https://tenantsunion.org/,Eviction Cases & Enforcement Suspended,The Governor of Washington issued a temporary moratorium on all commerical and residential evictions and prohibits law enforcement from enforcing past orders of eviction. The Governor's Proclamation provides an exception for cases where a landlord/owner can show that eviction is necessary for a public health or safety reason.The Governor's order also prohibits property owners from assessing late fees. Seattle has extended eviction protections for 6 months after the state's moratorium expires.,9.5,0,2,2,0,0,0,2,0,3.5,0,USA
Snohomish County,Washington,United States,County,48.0074736,-121.7304882,TRUE,Snohomish County Superior Court suspended civil cases until June 1.,2,,https://www.sightline.org/2020/04/16/eviction-moratoriums-protect-cascadian-renters-for-now/,,Eviction Cases & Enforcement Suspended,The Governor of Washington issued a temporary moratorium on all commerical and residential evictions and prohibits law enforcement from enforcing past orders of eviction. The Governor's Proclamation provides an exception for cases where a landlord/owner can show that eviction is necessary for a public health or safety reason.The Governor's order also prohibits property owners from assessing late fees. Seattle has extended eviction protections for 6 months after the state's moratorium expires.,15.5,0,2,2,0,0,0,2,0,9.5,0,USA
Rio Arriba County,New Mexico,United States,County,36.5488273,-106.8155233,TRUE,No landlords who own property in Rio Arriba County appear to have pursued evictions of any tenants,1,Eviction Protection,http://www.riograndesun.com/news/new-mexico-landlords-can-still-sue-to-evict-tenants/article_454e761e-801b-11ea-a593-ff49bd4b32ae.html,Senior Citizens Law Office - (505) 265-2300; New Mexico Legal Aid - (505) 633-6694; United South Broadway - (505) 764-8867,Nonpayment Eviction Enforcement Suspended,"The New Mexico Supreme Court has stayed the execution of writs of restitution for nonpayment of rent under NMSA 1978, Section 47-8-46 (A) if the resident has demonstrated by a preponderance of the evidence a current inability to pay rent. The New Mexico Supreme Court has also stayed the execution of writs of restitution for mobile homes. Two major cities in New Mexico have taken action: (1) Santa Fe: The mayor has placed a moratorium on evictions for non-payment of rent for tenants who can't afford to pay because of the pandemic. Water shut-offs are also banned. Collection of lodger’s taxes has been delayed, and all public buses are free; (2) Albuquerque: All evictions from city-owned properties are suspended.",4,0,2,2,0,0,0,2,0,-2,0,USA
Chula Vista,California,United States,City,32.6400541,-117.0841955,TRUE,The moratorium stops residential/commercial tenant evictions and suspends foreclosure for nonpayment of rent or mortgage when a tenant's or homeowner's income has been substantially impacted by COVID-19 and that impact can be adequately documented.,2,Eviction Protection,https://www.chulavistaca.gov/home/showdocument?id=20639,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",17.5,8,4,0,0,-1,0,4,0,1.5,1,USA
